carnum,ft1,lt1,ft2,lt2,ft4,lt4
’„G104CD0B0F0C677F84F6B10B8A3C2E51C,7,17,7,17,6.0,18.0
’„GDF4EA46E55A5B33B3BEC80BEEFBF2800,8,19,8,18,7.0,20.0
’„G6A44586B3C9635067DC115BFE0E92C6D,7,19,7,17,,
’„G212124AECF3DF1F5FD16FDBCC94080C6,7,17,7,17,,
’„GD241926E1E38E25757FB30818B34EA56,7,17,6,7,6.0,7.0
’„GD1BC356FD1B3AC623F18AC565DB36867,7,19,8,17,17.0,17.0
’„GA657F50274443650EE83EB7E26F08A31,8,17,9,18,8.0,18.0
’„G4CD55EB1CC63B257916F303D4E9FE34C,4,7,4,7,3.0,7.0
’„G4281B8718A2240D82F6FB05E26D13E26,7,18,7,11,7.0,17.0
’„GF21BE4F106636128A3199CF3BDEF0AB7,8,21,8,18,8.0,20.0
’„G3060A776FAB723F46EAAE5E76F2FB25E,6,18,7,17,6.0,19.0
’„G97B8406FB9697F48180C3A32C3EEF267,6,21,8,17,7.0,19.0
’„GD504D7E18F709EE7BDBA75DE0296F797,7,17,7,18,7.0,14.0
’„GD327D7BFA7A5956AE6042908FC4B2357,6,13,6,14,5.0,15.0
’„GA2AE74038C0E5C989C301A8040B541F2,7,16,7,17,7.0,16.0
’„G68D033E1AA638369CAD5FBA65D99AA5A,7,18,7,17,5.0,8.0
’„GEEABF24760302B8A3998A61A92B203AA,7,15,7,15,,
’„G9799E7B2AAEC93FB6D0426528625B0B9,8,12,9,17,8.0,16.0
’„G54E0FA212A44F75C43D64138F85B97C5,7,8,7,17,7.0,15.0
’„G2B93CE2AD4DE8AAC71C2005F88A29F11,6,17,7,17,7.0,17.0
’„G0C7880CA886119CFD6EC1AC32BCBED8D,2,11,4,12,3.0,10.0
’„GEB1B85DBAC5FC9D50F1E366D2DCF998B,7,20,9,18,7.0,16.0
’„G4E973BFED93CB00984CBA707B7424ECA,5,17,7,17,,
’„G001FB21A52E6EFB7DC957C5785F92075,8,16,12,17,7.0,18.0
’„G916E19ED0ADFF27B467AFC927A5D9EF3,6,18,6,17,6.0,18.0
’„GC4EEF738C740FF2DB83C6C247EAB4F1A,7,8,7,16,8.0,17.0
’„GC9A067CC13CE9606EDA53345DC76FD34,7,16,7,16,6.0,17.0
’„G63D04283D6A4C1EB7DE2B4BB432665BE,6,18,7,15,,
’„G5AB8B7DA7095BB1BDDE4DD2B1C2F1C8B,6,17,7,17,6.0,7.0
’„G5DBDD9C128F2E58F124480F03D5F2484,6,17,6,17,,
’„G80318518E5DB0E116DB3C6DA011E04B0,8,22,7,17,8.0,22.0
’„GBE29FBE990D617E1D1E405B3497109F8,8,16,7,16,,
’„G58B85C8687666A1517048210624EF09B,8,22,9,18,9.0,20.0
’„A156BA58EB6A37C95D3987F7FADDEA85E,4,6,4,6,4.0,5.0
’„G24BB8891F92CB3865D1DEEFBDE3BDBA7,6,17,7,16,6.0,17.0
’„G984F0225B422982EE2DDCB62932695DB,7,17,7,17,7.0,17.0
’„G2FF4349B02022605AE95B02B84336004,7,17,8,17,,
’„G3708D7D9AEFEECE2888DD656B51F83A6,8,22,8,18,8.0,22.0
’„G674E3BF8FC59E86BCE59C3589CB2A9A3,7,20,7,18,7.0,19.0
’„G69B01184AF4ADC3AAA6B3617E140FCCB,6,11,7,10,6.0,8.0
’„G722980CEC0A6A88969A4EB21B840351C,6,16,7,17,6.0,17.0
’„GE9B9AB72AF184F3C1F7A72ACDFAE96B0,7,15,9,11,8.0,16.0
’„GC097F0331881C4E89D1E15F1CA59A34C,7,17,7,17,,
∏”A74E387C4C70770283DB2528FBEBD9A21,6,17,7,17,,
’„G48AE34AAA14129237F446F885539C1FA,6,18,7,18,,
’„G08B2A59F91222525C862C1106D8F1C90,8,21,15,16,8.0,17.0
’„GC472C125661595D5F6C7C1A4A7B560AC,6,17,7,15,,
’„GFD4D907213EED12B8D3BD8AFFB493492,7,15,8,16,,
’„G510B76893DF04BF2CADC1DEA3A667ED6,8,18,6,7,8.0,16.0
’„GEC89E7E7D153C7B4896AF1B20C033072,7,21,7,17,,
’„G3EEA6D086D874ECF240745BDD368BA09,7,18,8,16,7.0,19.0
’„G6C1A58D5047327462F35AB564FB0AB00,9,19,8,17,,
’„G903C5600696DFFA5C3F3A9F21803A852,9,17,8,20,,
’„G8991E120E69C4DD66173450C4D8A37EB,0,7,7,17,7.0,23.0
’„G5A547E67247E4CA65D29841FACD99318,7,21,8,23,8.0,22.0
’„GE0FA50081BE5000D411ED6EA2E0ED9BF,7,8,7,18,,
’„G29E38C616EA6EA8D266528570BC542DB,7,17,7,16,6.0,18.0
’„G5DD56487AE278A12464837C5BD240D64,7,18,6,18,6.0,20.0
’„GC80BCF13629B03E7BC4E0B9203B351CB,7,17,7,18,6.0,17.0
’„G17274BA0D26DD3681D0621AC628BB0BF,7,23,9,20,7.0,21.0
’„GA98E69C32717E1C8E471154DB180C185,9,10,8,18,,
’„G2684F8EA908275296CD7E0F87C76A565,7,19,7,17,7.0,11.0
’„G450E7AF1509725C9630604B25BB25110,7,17,8,12,6.0,18.0
’„G9A837CD08743DB11A0F3F36807E11CEF,6,17,7,18,,
’„GC7AC8AA9194C2288F651A18A17EA9371,9,16,8,14,8.0,18.0
’„G746E9DBBC0B71423F424412600F48B84,14,20,17,19,15.0,19.0
’„G8B2847AE7DCC4DA3E55F17E5A95EFD4A,8,17,8,17,17.0,18.0
’„G9962EF4EACA4F60D72C218A8E77BDB96,10,20,10,18,10.0,19.0
’„G8A3E55283ECBD81D6B1B4584F3596357,7,7,7,7,5.0,17.0
’„G8D53FFE17254B727662D230CE2EC326F,5,13,8,10,6.0,14.0
’„GDA27E3BA9BF4F4F91DC4FF6DE2D6AFD2,6,8,8,11,8.0,18.0
’„G1F8D1CD3ED4C1CB9DB7BDEFECB4DECB7,3,6,4,6,3.0,5.0
’„G5FC5230EA51386AFB2AF0ACCDA8C867D,6,9,4,15,5.0,12.0
’„G6372E420BD31BF3DD1D8CB6A20F1A0CE,7,16,8,15,8.0,17.0
’„G0E865DDDCB93AF7DB28ECF0D40F37B7A,7,7,7,17,,
’„G1E8E3AF4A46BE7F2127043337419BBC6,7,7,11,16,,
’„G2AF1990EE67FA62247396F2CCCB1C75C,7,16,8,16,5.0,5.0
’„GB01F73B0BEB6509CEC4C712C92BBCDA7,7,18,8,20,8.0,17.0
’„GC2B48C2DBF65BB7828139A74F7F9E92C,8,19,7,17,7.0,18.0
’„GDC29B576F5F7C635BEA5E9F5E46C6B45,7,16,7,16,6.0,17.0
’„GBE989F6E460714CD3A6692128F671A20,7,18,7,17,6.0,17.0
’„G3BA6E5D9F025849979D5DF834D70A239,2,17,3,17,2.0,18.0
’„GA1B323727F868447E0FC8C63FEE4C5D9,7,21,12,16,6.0,22.0
’„GB6A13C600FA787526EAD1DF039DA48AC,0,3,6,9,1.0,4.0
’„GD33D21A914D7E2891938754FBDE6CBA9,10,15,9,12,9.0,14.0
’„GFA0A8B89B8400660FB394F597543FBDB,7,12,7,17,7.0,17.0
’„GD87EADAB91B08E6E39B4E669BDFC54ED,7,16,8,16,,
’„G18A66C461E8E7CD101E4D505DD4C9C65,6,17,6,17,6.0,17.0
’„G330BC4304679AF732B9579E10F230A88,8,18,7,15,,
’„G58196E20CE76C8293AD0501C150BFE98,2,5,3,5,1.0,4.0
’„G8F6C1F4DC67E899BD7977594975FD0F5,3,6,4,7,2.0,6.0
’„GB3382F84EE696DF2C1AE7255436E4A51,8,20,8,17,9.0,21.0
’„GC5149B367DC0C6AD097F352F2FFFC2B8,2,6,3,7,2.0,6.0
’„G03DD39AFBD23809BDA495A55564501FF,0,8,2,8,0.0,8.0
’„GA3C57905A2217447B022F1204115FA56,9,19,8,16,7.0,7.0
’„GAE905F02E245E1A7E5C50BA67DF084B6,3,6,7,10,4.0,6.0
’„G3D47F127C7978E00C2E0DE228D9FB77C,7,20,7,18,7.0,17.0
’„G55CC4FD241038259A430D0A5EFDC3A0B,7,17,7,17,,
’„G6E70C3EC974F7A8A31F6569909ABEBA5,3,5,8,10,3.0,6.0
’„G82317A521A529B3AB4467BB370DF1216,7,18,7,11,7.0,7.0
’„GA3F5891815AAFDDA820F06C152DD36A3,6,8,8,10,5.0,8.0
’„GB892BB9C91B57672B8D001B709954337,6,17,7,17,6.0,17.0
’„GC39B26EC1679FEA8305C55E9174F70CD,2,5,3,6,2.0,4.0
’„GD6681851C157D1D1EC07A665EA19008E,9,17,7,16,,
’„G04296A314A1FAA3C2877718E037120D1,14,18,11,15,,
’„G1FB1253EE9BD2888E19E1451B5210C48,1,18,4,6,2.0,18.0
’„G30B0EEEBFA21AE059EC470C1A11E83B9,11,16,13,17,,
’„G4A9CD42C855BE205D368B6D9F987BF99,5,16,3,7,6.0,7.0
’„G556502361E9275A4D54FEE97160CCDF8,7,17,8,17,,
’„G5C3F135AD3A0F7CF291A73A88B8A239C,1,4,15,15,,
’„G95ACFEF82C83DD910BB75874E78A34B0,10,13,9,12,,
’„GB79373BBA1CEAE98103B323924A8A9FD,3,21,4,17,,
’„GC57729A315380DBF3DF0CA5BC3E571C4,6,19,7,9,,
’„GE868E4633A33F48B3673DE72125C1F45,1,18,3,15,5.0,15.0
À’CA3FE794A0EAB9616B01017E09C7852B9,16,20,10,15,,
’„G0425918B50F1DAB61A1D95B2D0123331,2,4,3,6,1.0,4.0
’„G5803C72AF1D8DDDFFAE08B931B892C1F,2,12,5,11,,
’„G805E99F60928FEE520CE88CBE84FFA66,7,16,8,18,7.0,18.0
’„G83D490EF7D645D33E8FB5D2DA9AC7B3A,7,17,7,16,7.0,17.0
’„GBF8C4104C9439845E1121830F5242C55,4,6,4,6,3.0,5.0
’„GC99E94684E15DD43AF69C9F0F1FD2A90,12,15,8,11,11.0,15.0
’„GE90816F3197E376926A37C780B57BEE3,2,6,4,11,3.0,6.0
’„GBAD23D13532695A5E6555637A5CACE74,7,7,8,20,,
’„G64AAA52AFF4DAAC82477ABD22C08FAAA,6,17,7,16,,
’„D6CB9C71153F1FA2411F20A94816D9CB2,12,15,10,13,12.0,15.0
’„G7AB297FAFB321F94528B04B0820E6FAC,6,16,7,10,,
’„GA837FF2F71F99869F90F52CB2673CE54,7,17,8,17,,
’„G4722DC77DB3C222C21866ABF0F760F02,7,17,18,22,7.0,20.0
’„G3E8620DB44A323F3B9C77E13370F938E,7,16,8,15,8.0,17.0
’„G848052D0EFCFD92678079BCED3B7545A,6,20,8,15,7.0,16.0
’„G772278D8139F488D003411297D39FA06,8,22,8,17,8.0,16.0
’„G736B651205CCB6E3AF03EC596B8B87E2,7,17,7,17,6.0,18.0
’„G2AEF2403C0DD3EEC46893111289AA764,9,17,13,14,7.0,18.0
’„GA501DAD28F908EA18EF6EDE3D71A5DD6,15,19,7,17,21.0,21.0
’„GD3184B6D03617E0E76FE9FB1127A0D3F,8,18,8,12,8.0,17.0
’„G9384173A1BB2BC3894AA00137170EEA0,9,22,13,18,20.0,20.0
’„GA72617CA96CD2583754D91E67D70EB16,8,17,8,17,7.0,17.0
’„GFBF1F65CE5BD705C7259A89ED992A4A0,8,18,7,17,7.0,18.0
’„G090882E61F1E517F83757EF0496DD613,9,12,6,13,,
’„G4A5084554CD3E1559D95F7E5E93F0B14,7,17,7,17,6.0,17.0
’„G816B7C6F5EA8A61A304FB59FE291BB29,8,12,12,16,8.0,19.0
’„GAD03DB7B8E907B0E5DB04C889B47ACEA,8,17,15,15,9.0,17.0
’„GDD87EAA88E76BF91599A593AE6E4BB0C,7,16,7,18,7.0,11.0
’„G1FA9FC5352A54D07137520871225EC1A,7,17,7,18,6.0,17.0
’„G128C6312EB38B5084EB58BABCDAECF8B,7,16,7,16,7.0,17.0
’„G1EA404CEAE527F785E62A86E6FE2F4E5,8,16,10,16,9.0,18.0
’„G95FAEA6C2124F8616C26A2FCB38AE6F8,7,19,6,17,7.0,17.0
’„G3253A2845A7B9275B7B515ACE794AF5D,9,16,10,15,4.0,17.0
’„G18F2A59DA901306BE38D4FAE6FBAEF2D,7,17,13,15,15.0,16.0
’„GD5D40D08DB14559DEF513234316CFB45,8,17,12,16,7.0,21.0
’„G8F858AB5245C13FEA04DD55B57C6D054,7,20,7,17,6.0,19.0
’„GFE7999E1F83BB8A549B0817F4EF7CDA4,13,16,12,16,,
’„GF5F765885A0EC0E46E65838558906063,8,18,9,11,7.0,18.0
’„G9E03B8E54C4C8E77340007C447954FBA,5,17,7,19,,
’„G6504EB5A4050C7D054FADBD852F2494F,7,19,7,17,7.0,16.0
’„G668CB0EC0E966C799B811B4A0C5F9778,7,13,7,14,6.0,7.0
’„GA8550F2A2D94CDDB5C3721344D4318A1,7,17,8,17,7.0,18.0
’„G75ECBFB3BA503618C964418E06599055,11,22,7,19,6.0,21.0
’„G33D3AFB99D2F6FCF6574F1133FAFEA7F,7,21,8,19,7.0,21.0
’„GB9BD36EED16693EE1C0403879806B615,7,16,7,17,6.0,18.0
’„G1CDFB8664FD9B4067253CCB47CFE7AED,6,19,7,17,5.0,18.0
’„G3507EF74BC5C74774D763129476F971D,5,17,7,17,5.0,17.0
’„G8703D523AF7B8F062718B290976AF4AC,8,15,7,15,,
’„G0DD33B7C285D146D8D68B4FB0DA4564A,10,14,12,12,8.0,13.0
’„G1385DDFFD05F5737CC83C56E494EA750,6,17,9,18,12.0,16.0
’„G33ABE57DD6F74846A2FD4466B18F2EBB,7,19,8,17,7.0,11.0
’„G521911A40AC4F41CD30C5B8275385379,8,11,6,13,7.0,16.0
’„GEFFAA7A351BB83A4ACA480858E1CD33D,7,17,8,17,6.0,20.0
’„G54B0E6877E3C927AC9F6B9909E3547D9,7,18,7,16,7.0,17.0
’„G0659E2F1E005F8EC40C4E4ABAE89D7A5,7,17,7,17,7.0,17.0
’„G226F50C259962B4993EDC608143766FC,8,18,7,15,8.0,17.0
’„G2E3253B9A47558A4F570F0F0887F25DF,7,23,7,16,6.0,23.0
’„G339368A533158E8D05A793E066E26626,8,17,11,17,7.0,18.0
’„G61E2FE2A154C2094EA9D071775DB6E4F,8,20,9,16,8.0,18.0
’„G843325DFAC2E0F4212F6441C816AFB8D,8,21,10,17,9.0,21.0
’„G8B84C712B4ABA2701BE7EDDB6980BC38,7,20,10,12,7.0,21.0
’„G934424C5D59C615F6240EAAAA937282A,7,15,7,17,8.0,17.0
’„GDB1B0B9F2996F61A26658121B968103E,10,20,11,11,9.0,20.0
’„G1F569391C3EA235325BAABCEEC1A0FD9,7,18,16,18,6.0,17.0
’„G0C84D73DC688C4861D68CAC9B1A48E9B,7,18,8,20,7.0,18.0
’„G08F45A89E0E63C6ECC41D5C1399820D6,6,14,11,13,6.0,12.0
’„G1EBA68BAB5CBEE38ED82AD0459BD3B17,8,22,12,14,,
’„G3288A1DC820DABDD3D3DFC84230646BC,9,17,11,19,6.0,18.0
’„G5E72CC0CB38FE6241AAD53B172D5B5D6,14,18,7,17,,
’„G6D2D83776CCE30D9CE0CB0150679CC14,8,13,12,17,8.0,17.0
’„GB05D7030363BFE1844607F461BBB8F80,1,17,7,18,1.0,16.0
’„GC48A63E93C1315D7381B15EF0FDBA879,8,12,11,11,,
’„GE6ED94EBFB0ED6202B9913C43FE39007,6,15,12,15,8.0,18.0
’„GF1C50DA14769C1F508A4D7024E2F494B,8,13,8,10,6.0,16.0
’„G19F833481149FFAD717A21261FBC0F39,7,16,8,18,7.0,16.0
’„G4CBA99E343F5F1868ACAEDF6D6B374A2,7,16,7,16,5.0,6.0
’„GF9E6A5527B043074EA81068D8E50854E,6,19,7,8,6.0,18.0
’„G950C48DCE0CB9362D504CC0620D77AB0,7,17,7,17,,
’„G06188B497A902CB0B205BC04528E3A0D,7,17,7,17,10.0,20.0
’„GE24B1D5A43C80FB3821C8A0AB487E095,7,22,7,17,6.0,22.0
’„G10E26A3B434406F254018F90C174D5D2,6,17,8,11,6.0,16.0
’„G1CC5D4FAA93C823A577CC1F7FF8E996C,8,17,8,17,8.0,18.0
’„G7EFD99F44A47D8BB50BEBD03CD81BF53,8,14,9,20,,
’„G16B92F35BC52C782B181ED2A07D269F1,7,17,7,17,6.0,16.0
’„G5B98D3B266945D2867DCD1143A2588A8,7,16,7,14,5.0,18.0
’„G0F3A24B9FB328650276111513070E784,7,16,11,15,15.0,17.0
’„G485FCA5D883A59331C00F9DB5E250D77,6,17,6,17,6.0,18.0
’„G4CF28EA32119A7185945209F345CD137,8,17,7,18,7.0,17.0
’„G521948685F0E5EF5E9FD75F66CF24894,7,18,8,18,7.0,17.0
’„G660F82813B994794580CA4886C86997D,14,22,7,19,13.0,23.0
’„G685E69FB1D2F8EB3AABAB95B9885C2F8,8,23,8,17,16.0,21.0
’„GE0D5C537ED9C6D0117700DC233310F75,7,17,7,17,6.0,17.0
’„GE2816153911AEA4AEA1B2BFB0FF51457,7,17,8,12,7.0,18.0
’„GF005A0D8AD03B141DD8C8F0EA814CBD5,9,17,12,16,8.0,17.0
’„G995A4F30C9F5184F718C778429182681,8,12,9,10,,
’„GFE64B7BA1727E4EDE394374FBADE6BE4,7,20,12,13,7.0,17.0
’„GB2A0F2C0D31F0A3367852D00571A8588,8,17,7,8,9.0,17.0
’„GE010AFB0926C4F95F9890F89E7015027,5,18,7,17,6.0,7.0
’„GE4027B276EF9BF2117C05E67732185AF,7,16,8,18,7.0,20.0
’„GB26B72AC1474F1386891574E9C1AEE66,8,17,12,18,7.0,18.0
’„G2345A430846662FC8437735E0839EA99,7,17,8,12,7.0,18.0
’„G2946F825CA7EB1E27D36373696DCE914,7,17,12,13,6.0,18.0
’„G38835A2125FA0E02C7A665EC0EFD6D17,7,17,7,17,7.0,17.0
’„G403B301027712C3A2F8C0E0F23FE3DE6,8,18,8,17,7.0,17.0
’„GADB1C4BC531DD56CDBD29CEB4433684D,7,16,8,14,5.0,17.0
’„GDD46C4301DD621BF527B7C077F53905F,8,13,8,11,,
∫⁄AA7397830B7E361985FCC34AD0135A2C0,7,19,7,17,,
’„G2A021A8715845F55EE3449504467D3DE,7,17,7,18,3.0,8.0
’„G32608B802D89EBFF44710075215AD00C,7,17,7,17,7.0,17.0
’„GA07E4BA98CD8194C702B23F6F81A5420,4,19,6,8,4.0,17.0
’„G1F07C9F2DE0DCE0EEF674DDF8E28F604,8,17,8,17,8.0,17.0
’„GA210BC0369D84817D1B31475B5FA8515,8,12,8,16,11.0,14.0
’„GABCD5DCC479CF1DFD697A3B453643EE6,8,17,8,8,,
’„GA302BC64CEB764860CC259E53C4022E4,6,18,6,9,6.0,9.0
’„G80D3D69D710074461474ACB8E6083B54,8,16,7,16,7.0,17.0
’„G4C143494C98D494D9E1932F80CFC7405,7,17,11,14,6.0,18.0
’„G76905CF76FA6476CF03EF094753FA022,6,17,7,16,5.0,17.0
∏”E8B93FE5C1C10AA493978E00F1B184B45,7,13,7,15,,
’„G54E9D73BD83A61E220F1C9A03161E265,5,20,7,16,5.0,20.0
’„GB61DE4E24C1283AFB009EABB4D015303,8,19,0,15,17.0,18.0
’„G030DD3C55C565FCEDED62F88F56FCC6E,7,16,7,18,7.0,17.0
’„G2F6F0B7F80CA02E65C2248D21A6D97E9,9,21,11,17,9.0,10.0
’„G4306162CE42B97BF7E5593E9DDE80437,6,18,8,9,8.0,15.0
’„GE6BADD20BC12C29262218A5C0A27EC76,7,18,7,18,7.0,11.0
’„G213FD15993EC6D1183B1CB6AB04B338E,7,16,7,17,7.0,16.0
’„G79CA69AB2B2E26453AFF6354DFBE60C2,12,17,13,16,13.0,17.0
’„G7E52F1878AD27565A9FE2079E5F68917,8,20,11,19,,
’„GA578AB58AE3C01F568E59F64FE9BE6BE,7,21,7,7,6.0,21.0
’„GB7F4540D23C58457B26D251F66ADE79F,9,18,12,16,10.0,10.0
’„GE1ED9054FBD7EEEE3A57198C8997F539,7,20,13,16,,
’„G2BA357CF22DBBFB90CDEA84BAA2D4771,7,15,7,17,15.0,17.0
’„G69FE75693D9D81CAC0BE68EFD7F24C53,6,20,7,16,4.0,17.0
’„G6BC6ADC2C91A37C49C95CCE577B92043,6,17,7,15,7.0,18.0
’„GA605F66622F997D0687811C4312B868D,9,14,13,15,6.0,20.0
’„G7C9FE65F3F1374D7422A8848D0942E34,5,16,6,14,6.0,17.0
’„GC47250CC676464F04ACFA125867A8739,7,16,7,17,7.0,17.0
’„GD5E5752D548A19EDC09B659459A348D5,8,16,11,13,7.0,11.0
’„G5BCA3B77E1970966E6087C566C55B244,16,16,7,16,,
’„G637F469E08B0850214A33DFFBC2ACC02,7,9,9,10,5.0,7.0
’„GCCE72C83F1AAE9A841E2BB3DAC03819A,13,17,9,21,,
’„G15168FF04DF915AC6F7E4BD724F79672,6,15,6,15,6.0,17.0
’„D84241CAA92D1BA6C174019EA0540CA8F,5,16,5,17,4.0,17.0
’„G015A06BD028EA7D919D9F6372B134981,5,17,6,8,4.0,17.0
’„G2E79811DCCFECA4D333C6332F4DEA8C8,7,18,7,7,7.0,17.0
’„G59FD5E936D7AC3FC9316704ACC979BCE,10,16,7,11,9.0,21.0
’„G6E892A01E9703CA737644CA0221E7588,9,10,7,9,,
’„G756FC90BD0F9E48750F7282B00AB3AE3,6,18,7,18,5.0,19.0
’„G7F96D1F9D2992B03B9321F2A7AC99FB4,7,18,7,16,16.0,18.0
’„G9A1CDA3797E8A334DE585A70940FD138,8,10,8,18,8.0,17.0
’„GD0CA87FFC4CABB14CF5B7164714DB13B,7,18,8,18,7.0,20.0
’„GD5BB865BF63CC15BD112830D45F43115,6,16,6,16,16.0,17.0
’„GE4BA4FA90FA85FC1C22C31D98F1DA207,7,17,8,18,7.0,17.0
’„GFC3BADC95FAA5BCF61EB2CF166564E96,8,20,8,16,,
’„GAFED490835403ED22E2ECAAAE7489180,4,6,4,6,4.0,6.0
’„GA5238201AB28C679F3D714D019519EAD,5,17,6,13,5.0,17.0
’„GE0D968B503F34CB5A90A139C5C47C434,7,17,8,17,,
’„GE483049E855905C20FD17C23BDC83687,6,21,7,17,6.0,18.0
’„G2268555AC433ACB59F1EF7B50B17E8D1,1,4,2,5,0.0,3.0
’„G5D210C77A6F9BD22C1ABE3321AEF6985,1,3,3,6,4.0,4.0
’„G7EE23024CE49D7ED2350FEE14F5D9A61,12,15,8,12,11.0,15.0
’„G8063F9537A5665B8B3C50E11A9313378,1,5,4,7,1.0,5.0
’„G8B8CAACBD3D12767C83254F20F99378A,11,15,11,15,11.0,16.0
’„G95AB78CADB8E5211E3635302F056E643,3,6,4,5,3.0,5.0
’„GBDEFDFBDD0092AFFD735D32ACE3CBD85,1,3,3,5,1.0,4.0
’„GCF2CB3474E40AE5BACABE63709732554,2,6,2,7,2.0,5.0
∏”H709B57AB23592B6D2EEA1FD73ED8B8AA,2,4,3,6,3.0,4.0
’„GA63610174A6BA20223B9F1F60231A1BD,7,17,7,18,7.0,8.0
’„GEA35F62D8008DD876656738AB4C7B446,6,15,6,17,,
’„GE444E9F2706A071D60D4A86C8D1278CD,8,20,9,15,10.0,19.0
’„GBB7EAD347934DFE69CE33F2B826C857C,3,19,12,16,0.0,19.0
’„G0F19D77C5E5DB5F96FE802395D0B6970,7,20,6,16,,
’„G330BA7F40599B6364F3C0AD993D10BFA,7,16,7,17,,
’„GB663AF3CDABB7B61D1B8534E914A1C7C,6,21,7,20,7.0,18.0
’„G030B21DDBE091589B0EC9E473056539C,4,20,5,16,,
’„G39B173A19BDE46FD04DC1E6DAFB6BBEE,9,20,8,20,,
’„GDDE92FD040FA9F302179C47E15B50CD6,2,10,2,9,,
∏”E24C666B7D52BE1C6D462E29F14E8FE94,1,5,5,7,4.0,9.0
’„GEA3E4BE54F3F6E18E28074A49E2855CE,7,17,7,17,6.0,17.0
’„G03737A1B1792998DDC0ADEA965AFD32E,7,17,7,18,,
’„GE06747C19739F58B2BF859EDCDDAE0CE,8,21,7,7,7.0,7.0
∏”F2F273960DA80B81DEFD5198B78A73CBC,2,4,3,5,3.0,3.0
’„G3C42D003DF856EE572D029C19245E0BC,7,17,7,17,7.0,18.0
’„GABF5E183D3AD279398E37835537F44B1,2,6,4,7,2.0,6.0
’„G00F9524A29C7A9F717D4647D37210FC0,7,18,8,17,7.0,18.0
’„G6141A8C2B49172C1E283EB90AEBA5A57,3,5,3,6,2.0,5.0
’„G747D1739143EEC17FE7D0920482BDCCD,7,7,7,16,7.0,7.0
’„G3463FBA0B9CC68950A0D87445C370D13,6,11,5,7,6.0,8.0
’„G24202BEA99C492DE8CF3ED14217A595E,2,5,2,6,2.0,5.0
’„G5DE0B8D4D36EADFA907630A3FE23B86E,8,16,8,14,4.0,15.0
’„G95AA6F2F042FB2BBA29BE2EBC68EA1A6,6,21,7,17,7.0,21.0
’„GA1DEB3695B217BB1438C35C192B7DEF7,4,16,6,10,5.0,16.0
’„GD35DD0FAB904E4F69B6EF5DBC8A8EB4F,7,17,7,17,6.0,12.0
’„GF5D09106152C3E1AE5EE53EED0D68010,5,10,6,18,1.0,2.0
’„G06A083959C308F041D757B14B623CC3F,7,17,7,17,,
’„G9466A9604489B38817F29A2475966360,7,17,7,17,7.0,20.0
’„GACD479FA32F16926ACB49BBCF8D5B2B8,7,12,7,17,,
’„GB71BD79E01463EE5F3D2B5A7DBBDE2B5,6,11,8,18,7.0,8.0
’„GB7F3F21A37E30541C05781562DAFDCFB,7,18,8,23,7.0,16.0
’„GCB56DEC4BFFB5C43A1D2B72B1341C271,7,18,7,17,7.0,17.0
’„GD1A378D0EEF43930A0BCA9DEB4C25CAA,14,15,6,17,7.0,16.0
’„GD37E25E483575442D16A5DCF9A64E01B,8,17,16,16,8.0,19.0
’„GD3958D3D80D6C6899B3C773868A6259C,7,17,7,15,,
ÕÓS3E9B653F17E5614D0F4E348E021ACF4C,1,3,0,7,0.0,7.0
∏”H796888D364E212FBD989BE815EA3D1CC,2,6,3,13,2.0,2.0
’„G1A6A893D3A2E1265DB224D8049440A51,6,18,7,17,6.0,16.0
’„G89B89C7AA676403A3C466166BF483605,4,7,5,7,,
’„G141BBE2E72EAE9DB55FD5D8DEC98FABC,9,16,8,18,6.0,7.0
’„G179569D07BCBFE54D6D5FAF3D0932A96,2,5,2,7,2.0,5.0
’„G22206D06F41CC03FB10C0FEFA124AB26,2,19,5,6,2.0,10.0
’„G4D29C18F8EE71963A07DA5EEA3B31F09,7,17,7,16,,
’„GAFEA5B6D5D79C55A82F8FCDA5BDC8651,2,11,3,9,3.0,10.0
∏”E968402B69598709BF0EEF4B89DE7CB00,6,8,6,20,,
’„G58E5795A1E498BB9E49D18357A30C12B,2,5,3,5,2.0,4.0
’„GB284AE82F5C26ADE998BE91FE547CFE2,1,4,4,5,2.0,3.0
∏”L115857485A0604E1D77AC1BF37404B00,1,5,3,5,4.0,4.0
∏”L55BFB0A79DDDB995C6DF4CCC2AA931EF,1,6,3,6,4.0,7.0
’„G63433DC4FA8B3AEE07B409408A8B92BB,7,8,7,9,7.0,8.0
’„G6DA79EE62B4054841939C3019590CCBA,7,16,7,18,7.0,17.0
’„GE935B5F8BE84E38A7CA85972485D86FD,2,18,4,16,3.0,17.0
’„G3C1E216337F5D42A2865A23AAD9CB9DF,6,17,9,17,7.0,17.0
∏”E773D679D82C6584B6D70A1B00C7D06B0,3,6,3,5,3.0,5.0
’„G82157CDFD96169FE07DDAC5A4D7F8892,7,18,8,18,7.0,18.0
’„G49613CF9E314BF69F59376253D231E28,8,17,9,17,,
’„G8C2A0799583AAA12DCF80CEC6F4E9D99,8,20,8,17,8.0,9.0
’„GBA1958368B13C894CE0CC9E43F26E416,14,21,13,16,21.0,21.0
’„G181CE5AC97D5282F8D1BE1AD103338B8,7,19,7,8,7.0,20.0
’„G316F8EE8E29341860DCFC5213457DC84,7,18,8,16,7.0,18.0
